ticket_num,location,city,state,zip
49433939,3130 N CLARK,Chicago,IL,
49494456,4919 S DREXEL,Chicago,IL,
49824757,1603 N WELLS,Chicago,IL,
49494429,4722 S DREXEL,Chicago,IL,
49494433,4728 S DREXEL,Chicago,IL,
49494435,4917 S DREXEL,Chicago,IL,
49494437,4915 S DREXEL,Chicago,IL,
49494439,4905 S DREXEL,Chicago,IL,
49494468,4536 S DREXEL,Chicago,IL,
49494470,4826 S DREXEL,Chicago,IL,
49494472,4720 S DREXEL,Chicago,IL,
49494474,14720 S DREXEL,Chicago,IL,
50006450,936 W ARMITAGE,Chicago,IL,
49844252,4617 S DREXEL BLVD,Chicago,IL,
49844261,6021 S DREXEL,Chicago,IL,
49844262,5017 S DREXEL,Chicago,IL,
49844263,4919 S DREXEL,Chicago,IL,
49844264,4613 S DREXEL,Chicago,IL,
49845332,4613 S DREXEL,Chicago,IL,
49845335,4657 S DREXEL,Chicago,IL,
49818856,4149 W 26TH ST,Chicago,IL,
49826987,1939 N LINCOLN,Chicago,IL,
49443884,1403 N WELLS,Chicago,IL,
49576715,3306 N SOUTH PORT,Chicago,IL,
49753646,6439  DAMEN,Chicago,IL,
48202664,2451 N HALSTED,Chicago,IL,
48202665,2540 N HALSTED,Chicago,IL,
49443424,1407 N WELLS,Chicago,IL,
49827752,1429 W AUGUSTA,Chicago,IL,
49844117,4428 S DREXEL,Chicago,IL,
49818991,4215 W 26TH ST,Chicago,IL,
49818992,4146 W 26TH ST,Chicago,IL,
49818996,4148 W 26TH ST,Chicago,IL,
49818998,4227 W 26TH ST,Chicago,IL,
49832606,2901 W LAWRENCE,Chicago,IL,
49844123,4424 S DREXEL,Chicago,IL,
49942825,8302 S LASALLE,Chicago,IL,
50099058,540 N DEARBORN,Chicago,IL,
49332773,2600 S LAKE SHORE DRIV,Chicago,IL,
49854767,2854 N HALSTEAD,Chicago,IL,
50043778,34 W 83RD STREET,Chicago,IL,
50193719,2254 N LINCOLN,Chicago,IL,
50024401,7356 S SOUTH SHORE DR,Chicago,IL,
49846140,5007 S DREXEL,Chicago,IL,
49846147,4625 S DREXEL,Chicago,IL,
49848379,4907 S DREXEL,Chicago,IL,
49848382,4520 S DREXEL,Chicago,IL,
49848384,741 E OAKWOOD,Chicago,IL,
50033377,6300 S HAYES,Chicago,IL,
50132505,1647 N WELLS,Chicago,IL,
50193892,1 E DIVISION,Chicago,IL,
50015771,103 W VAN BUREN,Chicago,IL,
49830150,2548 W AUGUSTA,Chicago,IL,
49802313,4511 W 55TH ST,Chicago,IL,
49767243,4030  ELSTON,Chicago,IL,
49767244,4030 N ELSTON,Chicago,IL,
49767245,4030 N ELSTON,Chicago,IL,
49767246,4030 N ELSTON,Chicago,IL,
50100739,2228 N LINCOLN,Chicago,IL,
50100745,1651 N WELLS,Chicago,IL,
50177736,1531 N WELLS,Chicago,IL,
50217126,4157 W 26TH ST,Chicago,IL,
50217434,4235 W 26TH ST,Chicago,IL,
50335626,3901  LAKE SHORE DR,Chicago,IL,
50092994,1235 S WABASH,Chicago,IL,
50180362,2249 N LINCOLN,Chicago,IL,
50190260,2020 N HALSTED,Chicago,IL,
50893436,4881 N MARINE DR,Chicago,IL,
50119041,3728 N SOUTHPORT,Chicago,IL,
50032033,4408 S DREXEL,Chicago,IL,
50904002,1728 W AUGUSTA,Chicago,IL,
50028359,5019 S DREXEL,Chicago,IL,
50336312,4712 S DREXEL,Chicago,IL,
49990074,4327 W 26 ST,Chicago,IL,
50032019,4001 S LAKE SHORE DR,Chicago,IL,
50032020,3959 S LAKE SHORE DR,Chicago,IL,
50335882,3901 S LAKE SHORE DR,Chicago,IL,
49883692,21 W MADISON,Chicago,IL,
50090088,3101 S LAKE SHORE DR,Chicago,IL,
50249498,1600 N LAKE SHORE DR,Chicago,IL,
49848391,4530 S DREXEL,Chicago,IL,
49848393,4532 S DREXEL,Chicago,IL,
49848397,4825  DREXEL,Chicago,IL,
49860503,1621 S BLUE ISLAND,Chicago,IL,
50176429,1911 N LINCOLN,Chicago,IL,
50176438,1610 N WELLS,Chicago,IL,
50251727,1715 N WELLS,Chicago,IL,
50257644,6550 S DAMEN,Chicago,IL,
50258313,1227 W 6700 STREET,Chicago,IL,
50339355,4821 S DREXEL,Chicago,IL,
50339357,4525 S DREXEL,Chicago,IL,
50218426,4225 W 26ST,Chicago,IL,
50339372,4905 S DREXEL,Chicago,IL,
50176728,1837 N HALSTED,Chicago,IL,
50339577,4748 S DREXEL,Chicago,IL,
50028364,4601 S DREXEL,Chicago,IL,
50179516,440 N WELLS,Chicago,IL,
50218946,4034 W 26TH ST,Chicago,IL,
50332164,1671 N ELSTON,Chicago,IL,
50255280,3441 W MARQUETTE ROAD,Chicago,IL,
50279310,8122 S SHORE DR,Chicago,IL,
50339602,3900 S LAKE SHORE DR,Chicago,IL,
50339830,4537 S DREXEL,Chicago,IL,
50339837,4554 S DREXEL,Chicago,IL,
50339848,4821 S DREXEL,Chicago,IL,
50339850,4520 S DREXEL,Chicago,IL,
50340404,4716 S DREXEL,Chicago,IL,
50340406,4716 S DREXEL,Chicago,IL,
50340407,4916 S DREXEL,Chicago,IL,
50184998,1749 N WELLS,Chicago,IL,
50184999,2020 N LINCOLN,Chicago,IL,
50277333,8224 S SOUTH SHORE DR,Chicago,IL,
50279317,7701 S SHORE DR,Chicago,IL,
50298913,2625 N LINCOLN,Chicago,IL,
50341176,3859 S LAKE SHORE DR,Chicago,IL,
50351499,2719 W AUGUSTA,Chicago,IL,
50897504,4137 W 26TH PL,Chicago,IL,
50255297,3421 W MARQUETTE ROAD,Chicago,IL,
50269716,5531 S LAKE SHORE DR,Chicago,IL,
50351383,1904 W DIVISION,Chicago,IL,
47795653,900 S COLUMBUS,Chicago,IL,
47795654,900 S COLUMBUS,Chicago,IL,
47795655,900 S COLUMBUS-,Chicago,IL,
47795656,900 S COLUMBUS,Chicago,IL,
47795657,900 S COLUMBUS,Chicago,IL,
47795658,900 S COLUMBUS,Chicago,IL,
49950291,1538 N WELLS,Chicago,IL,
50341505,3901 S LAKE SHORE DR,Chicago,IL,
50341506,3901 S LAKE SHORE DR,Chicago,IL,
50344616,1640 N HALSTED,Chicago,IL,
50244882,4539 N ELSTON,Chicago,IL,
50341140,4400 S DREXEL BLVD,Chicago,IL,
50341141,4740 S DREXEL BLVD,Chicago,IL,
50341516,3141 S LAKE SHORE,Chicago,IL,
50346665,1647 N WELLS,Chicago,IL,
50456309,6011 N KENMORE,Chicago,IL,
50338371,3900 S LAKE SHORE DR,Chicago,IL,
50343113,2250 N LINCOLN,Chicago,IL,
49618585,5859 S CORNELL,Chicago,IL,
50105340,851 W WASHINGTON,Chicago,IL,
50105341,919 W WASHINGTON,Chicago,IL,
50105342,919 W WASHINGTON,Chicago,IL,
50105347,901 W WASHINGTON,Chicago,IL,
50190289,540 N DEARBORN,Chicago,IL,
50337877,3221 S LAKE SHORE DR,Chicago,IL,
50341518,3141 S LAKE SHORE DR,Chicago,IL,
50425380,7950 S SOUTH SHORE DR,Chicago,IL,
50449191,901 W WASHINGTON,Chicago,IL,
50449192,901 N WASHINGTON,Chicago,IL,
48943265,239 E RANDOLPH,Chicago,IL,
49455441,750 S COLUMBUS,Chicago,IL,
49455442,750 S COLUMBUS,Chicago,IL,
49455443,750 S -COLUMBUS,Chicago,IL,
49455444,750 S COLUMBUS,Chicago,IL,
49455445,750 S COLUMBUS,Chicago,IL,
49455447,750 S COLUMBUS,Chicago,IL,
49455450,750 S COLUMBUS,Chicago,IL,
49455451,751 S COLUMBUS,Chicago,IL,
49455452,801 S COLUMBUS,Chicago,IL,
49455453,811 S COLUMBUS,Chicago,IL,
49455454,851 S COLUMBUS,Chicago,IL,
49455456,901 S COLUMBUS,Chicago,IL,
50345036,2222 N HALSTED,Chicago,IL,
50348294,1407 N WELLS,Chicago,IL,
50341522,3901 S LAKE SHORE DR,Chicago,IL,
50348012,1318 N WELLS,Chicago,IL,
50421870,1220 S WABASH,Chicago,IL,
50348018,1601 N WELLS,Chicago,IL,
50099272,6340 N WINTHROP,Chicago,IL,
50295238,855 W WASHINGTON,Chicago,IL,
50295239,1017 W WASHINGTON,Chicago,IL,
50295242,911 W WASHINGTON,Chicago,IL,
50337602,3901 S LAKE SHORE DR,Chicago,IL,
50337605,3143 S LAKE SHORE DR,Chicago,IL,
50298631,2518 N LINCOLN,Chicago,IL,
50337625,3113 S LAKE SHORE DR,Chicago,IL,
50534510,3901 S LAKE SHORE DR,Chicago,IL,
50343184,1600 N LAKE S HORE DR,Chicago,IL,
50076403,3916 W WASHINGTON,Chicago,IL,
50534050,3901 S LAKE SHORE DR,Chicago,IL,
50536795,5045 S HYDE PARK BLV,Chicago,IL,
50345561,319 W ARMITAGE,Chicago,IL,
50347642,1405 N WELLS,Chicago,IL,
50500241,816 W MARQUETTE,Chicago,IL,
50600063,3820 W LAWRENCE,Chicago,IL,
49827796,1656 W DIVISION,Chicago,IL,
50280490,8210 S SOUTH SHORE DR,Chicago,IL,
50350342,1716 N WELLS,Chicago,IL,
50423202,2414 E 83RD ST,Chicago,IL,
50534011,3859 S LAKE SHORE DR,Chicago,IL,
50592451,5962 N WINTHROP,Chicago,IL,
50182813,3859 S LAKE SHORE DR,Chicago,IL,
50451527,1600 N LAKE SHORE DR,Chicago,IL,
50452044,1425 N WELLS,Chicago,IL,
50454156,952 W ARMITAGE,Chicago,IL,
50610737,8224 S SOUTH SHORE DR,Chicago,IL,
50463951,2639 N HALSTED,Chicago,IL,
50418817,43 E 18TH ST,Chicago,IL,
50743580,3901 S LAKE SHORE DR,Chicago,IL,
50468631,567 E MARQUETTE,Chicago,IL,
50658638,600 W MONTROSE,Chicago,IL,
50658639,300 W MONTROSE HARBOR DR,Chicago,IL,
50690587,6200 S LAKE SHORE DR,Chicago,IL,
50737795,3859 S LAKE SHORE DR,Chicago,IL,
50743309,5500 S SHORE DRIVE,Chicago,IL,
50743876,3201 S LAKE SHORE DR,Chicago,IL,
50743885,4931 S DREXEL,Chicago,IL,
50274046,4049 W CHICAGO,Chicago,IL,
50423584,8145 S SHORE DR,Chicago,IL,
50737796,3859 S LAKE SHORE DR,Chicago,IL,
48943872,2400 N LAKE SHORE DR,Chicago,IL,
50654399,3444 N HALSTED,Chicago,IL,
50472132,4019 W 26TH ST,Chicago,IL,
50610750,7710 S SOUTH SHORE DR,Chicago,IL,
50723926,7653 S SOUTH SHORE DR,Chicago,IL,
49816337,1710 N WELLS,Chicago,IL,
50517574,2647 W AUGUSTA,Chicago,IL,
50724140,7935 S SOUTH SHORE DR,Chicago,IL,
50724141,7935 S SHORE DR,Chicago,IL,
50724142,7935 S SOUTH SHORE DR,Chicago,IL,
50738356,3859 S LAKE SHORE DR,Chicago,IL,
50190501,239 E RANDOLPH,Chicago,IL,
50472136,4010 W 26TH ST,Chicago,IL,
50533684,3859 S LAKE SHORE DR,Chicago,IL,
50738362,3859 S LAKE SHORE DR,Chicago,IL,
50787501,8033 S SOUTH SHORE DR,Chicago,IL,
50811671,700 W MARQUETTE,Chicago,IL,
50340423,4917 S DREXEL BLVD,Chicago,IL,
50740204,5039 S DREXEL,Chicago,IL,
50740431,4659 S DREXEL,Chicago,IL,
50763291,1854 W AUGUSTA,Chicago,IL,
50472146,4224 W 26TH ST,Chicago,IL,
50740179,3101 S LAKE SHORE DR,Chicago,IL,
50740180,3101 S LAKE SHORE DR,Chicago,IL,
50845144,321 W ARMITAGE,Chicago,IL,
50793557,1715 N WELLS,Chicago,IL,
50190516,239 E RANDOLPH,Chicago,IL,
50190517,239 E RANDOLPH,Chicago,IL,
50740181,1402 E 51ST,Chicago,IL,
50740182,1402 E 51ST,Chicago,IL,
50742612,4917 S DREXEL,Chicago,IL,
50742613,4611 S DREXEL BLVD,Chicago,IL,
50810702,1649 W MARQUETTE,Chicago,IL,
50817196,2029 W DIVISION,Chicago,IL,
50844973,1613 N WELLS,Chicago,IL,
50824522,3309 W MARQUETTE ROAD,Chicago,IL,
50533692,3859 S LAKE SHORE DR,Chicago,IL,
50741951,1715 S SHORE DR,Chicago,IL,
50742202,4659 S DREXEL,Chicago,IL,
50742278,4740 S DREXEL,Chicago,IL,
50742298,4915 S DREXEL,Chicago,IL,
50742300,4917 S DREXEL,Chicago,IL,
50916032,3309 W MARQUETTE RD,Chicago,IL,
50919435,2229 N LINCOLN,Chicago,IL,
50765601,2441 W CHICAGO,Chicago,IL,
50741176,51 E 26TH STREET,Chicago,IL,
50638209,3720 W DIVERSEY,Chicago,IL,
50828844,75 E MARQUETTE,Chicago,IL,
50839379,3953 N SOUTHPORT,Chicago,IL,
50931149,3101 S LAKE FRONT,Chicago,IL,
50765072,2020  DIVISION,Chicago,IL,
50814019,6531 S DAMEN,Chicago,IL,
50567950,4136 W 26TH ST,Chicago,IL,
50985806,4068 W 26TH ST,Chicago,IL,
51002039,1241 S WABASH,Chicago,IL,
50764864,2647 W AUGUSTA,Chicago,IL,
50810714,1105 W 67TH ST,Chicago,IL,
50971466,1670 N ELSTON,Chicago,IL,
51001968,3010 S INDIANA,Chicago,IL,
50984301,4043 W 26TH ST,Chicago,IL,
50227887,4827 W WASHINGTON,Chicago,IL,
50931930,4915 S DREXEL,Chicago,IL,
50987628,4055 W 26TH ST,Chicago,IL,
50718749,2133 W PRATT,Chicago,IL,
50946807,2023 W DIVISION,Chicago,IL,
51078923,4300 W DIVERSEY,Chicago,IL,
50932589,4734 S DREXEL,Chicago,IL,
50933406,4420 S DREXEL,Chicago,IL,
50942287,519 W 67TH,Chicago,IL,
50997601,2038 N HALSTED,Chicago,IL,
49551981,440 N WELLS,Chicago,IL,
50941655,1358 W 67TH ST,Chicago,IL,
51052353,4059 W 26TH ST,Chicago,IL,
51164913,839 W ARMITAGE,Chicago,IL,
51170988,1514 W AUGUSTA,Chicago,IL,
50742122,3901 S LAKE SHORE DRIVE,Chicago,IL,
51171776,3738 N SHEFFIELD,Chicago,IL,
51282029,5951 N KENMORE,Chicago,IL,
51199283,1928 N HALSTED,Chicago,IL,
51003119,1746 W ROOSEVELT,Chicago,IL,
51013381,201 E RANDOLPH,Chicago,IL,
50189683,1350 N WELLS,Chicago,IL,
50189059,1407 N WELLS,Chicago,IL,
51317761,200 S WABASH,Chicago,IL,
51164735,2274 N LINCOLN,Chicago,IL,
51375527,1044 W 67TH ST,Chicago,IL,
51416513,2611 W PRATT,Chicago,IL,
51273221,2034 N HALSTED,Chicago,IL,
50916043,3317 W MARQUETTE ROAD,Chicago,IL,
51375928,1215 W 67TH,Chicago,IL,
51531419,5006 N KEDZIE,Chicago,IL,
51254242,850 W ARMITAGE,Chicago,IL,
51313935,4917 S DREXEL,Chicago,IL,
51313936,4825 S DREXEL,Chicago,IL,
51318916,1235 S WABASH,Chicago,IL,
50916046,3309 W MARQUETTE ROAD,Chicago,IL,
51276348,2030 N HALSTED,Chicago,IL,
51276349,1433 N WELLS,Chicago,IL,
49444518,1407 N WELLS,Chicago,IL,
51548301,3309 W MARQUETTE ROAD,Chicago,IL,
51400347,668 N DEARBORN,Chicago,IL,
51579562,6811 N .CLARK,Chicago,IL,
49444481,1407 N WELLS,Chicago,IL,
51402364,534 N DEARBORN,Chicago,IL,
50078439,4322 W VAN BUREN,Chicago,IL,
51491996,909 W ARMITAGE,Chicago,IL,
51604384,5122 E 26 STREET,Chicago,IL,
49444736,1521 N WELLS,Chicago,IL,
49444764,1705 N WELLS,Chicago,IL,
51604580,4408 S DREXEL,Chicago,IL,
51604591,5917 S DREXEL,Chicago,IL,
49444744,1403 N WELLS,Chicago,IL,
51183619,1076 W TAYLOR,Chicago,IL,
51661932,3816 W MADISON,Chicago,IL,
49445080,1526 S WABASH,Chicago,IL,
49552778,1344 N WELLS,Chicago,IL,
49552781,921 W ARMITAGE,Chicago,IL,
50645399,1233 S WABASH,Chicago,IL,
51313255,4554 S DREXEL,Chicago,IL,
51416762,1100 W PRATT,Chicago,IL,
51416763,1100 W PRATT,Chicago,IL,
51960004,442 W 67TH STREET,Chicago,IL,
50930903,4825 S DREXEL,Chicago,IL,
51307997,4901 S DREXEL,Chicago,IL,
51307998,4901 S DREXEL,Chicago,IL,
51307999,4901 S DREXEL,Chicago,IL,
51308000,4901 S DREXEL,Chicago,IL,
51991515,4915 S DREXEL,Chicago,IL,
51991519,4938 S DREXEL,Chicago,IL,
51991520,4938 S DREXEL,Chicago,IL,
51991521,5043 S DREXEL,Chicago,IL,
51991522,4940 S DREXEL,Chicago,IL,
51991523,5027 S DREXEL,Chicago,IL,
51746431,3744 W LAWRENCE,Chicago,IL,
51954508,1652 N WELLS,Chicago,IL,
51990776,4714 S DREXEL,Chicago,IL,
51990777,4719 S DREXEL,Chicago,IL,
51990901,4951 S DREXEL,Chicago,IL,
51990902,4951 S DREXEL,Chicago,IL,
51990903,4719 S DREXEL,Chicago,IL,
51990904,4719 S DREXEL,Chicago,IL,
50930906,4825 S DREXEL,Chicago,IL,
51773687,2601 N CANNON,Chicago,IL,
51992111,4915 S DREXEL,Chicago,IL,
51992124,4917 S DREXEL,Chicago,IL,
50930909,4400 S DREXEL,Chicago,IL,
50930911,4825 S DREXEL,Chicago,IL,
51829921,936 W ARMITAGE,Chicago,IL,
51992618,4625 S DREXEL,Chicago,IL,
51623049,1620 S CENTRAL PK,Chicago,IL,
51759276,1758 W AUGUSTA,Chicago,IL,
51900576,3323 W MARQUETTE RD,Chicago,IL,
50930914,4825 S DREXEL,Chicago,IL,
51904903,938 W ARMITAGE,Chicago,IL,
51904914,1348 N WELLS,Chicago,IL,
52053607,4810 S DREXEL,Chicago,IL,
52053613,4612 S DREXEL,Chicago,IL,
51789660,540 N DEARBORN,Chicago,IL,
51759220,1630 W DIVISION,Chicago,IL,
52053680,4825 S DREXEL,Chicago,IL,
52053681,4659 S DREXEL,Chicago,IL,
52053683,4601 S DREXEL,Chicago,IL,
52053847,4550 S DREXEL,Chicago,IL,
51839851,2355 E 103RD ST,Chicago,IL,
51904171,1424  WELLS,Chicago,IL,
51907233,1608 N WELLS,Chicago,IL,
51830311,1550 N WELL,Chicago,IL,
51906506,1405 N WELLS,Chicago,IL,
51665234,4315 W 26TH ST,Chicago,IL,
51753310,4350 N ELSTON,Chicago,IL,
51894504,2114 W DIVISION,Chicago,IL,
51904640,2146 N HALSTED,Chicago,IL,
51953123,1347 N WELLS,Chicago,IL,
52055888,4000 S LAKE SHORE DR,Chicago,IL,
52055889,4000 S LAKE SHORE DR,Chicago,IL,
51835067,3830 W SHRADER DR,Chicago,IL,
51991499,1803 E 51ST ST,Chicago,IL,
52055661,4625 S DREXEL,Chicago,IL,
52055662,4635 S DREXEL,Chicago,IL,
52055663,4621 S DREXEL,Chicago,IL,
52055664,4621 S DREXEL,Chicago,IL,
51931379,2542 N HALSTED,Chicago,IL,
51481532,1521 N WELLS,Chicago,IL,
51481533,1550 N WELLS,Chicago,IL,
52072993,1306 S WABASH,Chicago,IL,
52056024,3001 S LAKE SHOER DR,Chicago,IL,
51481539,1353 S WABASH,Chicago,IL,
51481545,1354 N WELLS,Chicago,IL,
51481546,1528 N WELLS,Chicago,IL,
51900589,3235 W MARQUETE ROAD,Chicago,IL,
52210026,4708 S DREXEL,Chicago,IL,
52034310,3831 N ELSTON,Chicago,IL,
52034311,4245 N ELSTON,Chicago,IL,
51365899,917 W WASHINGTON,Chicago,IL,
52162954,2024 N HALSTED,Chicago,IL,
52162961,2026 N HALSTED,Chicago,IL,
52159638,1529 N WELLS,Chicago,IL,
52160631,230 W DIVISION,Chicago,IL,
52213761,1524 E 57TH,Chicago,IL,
51936200,4216 W 26TH ST,Chicago,IL,
52171307,1621 N HALSTED,Chicago,IL,
52171309,2126 N HALSTED,Chicago,IL,
52160294,2268 N LINCOLN,Chicago,IL,
52210504,4750 S DREXEL,Chicago,IL,
52210540,4537 S DREXEL,Chicago,IL,
52212934,4500 S DREXEL,Chicago,IL,
51894519,2108 W DIVISION,Chicago,IL,
51894521,1635 W DIVISION,Chicago,IL,
52173293,2219 N HALSTED,Chicago,IL,
52114577,1533 N WELLS,Chicago,IL,
52257979,2260 N LINCOLN,Chicago,IL,
52072254,550 W ARMITAGE,Chicago,IL,
52072958,1304 S WABASH,Chicago,IL,
52186284,3859 N ELSTON,Chicago,IL,
51479143,3737 N SOUTHPORT,Chicago,IL,
52319848,4915 S DREXEL,Chicago,IL,
52319849,4507 S DREXEL BLVD,Chicago,IL,
52320451,523 S DREXEL BLVD,Chicago,IL,
52353351,2030 N LINCOLN,Chicago,IL,
52114599,1603 N WELLS,Chicago,IL,
52158192,2136 W DIVISON,Chicago,IL,
52347580,920 W ARMITAGE,Chicago,IL,
51846464,717 W 67TH,Chicago,IL,
52072269,1652 N WELLS,Chicago,IL,
52072271,1961 N LINCOLN,Chicago,IL,
52318109,4542 S DREXEL,Chicago,IL,
52319850,4815 S DREXEL BLVD,Chicago,IL,
52060017,8263 S SOUTH CHICAGO,Chicago,IL,
52347865,2139 N HALSTED,Chicago,IL,
52182547,1355 N CALIFORNIA,Chicago,IL,
51481672,1405 N WELLS,Chicago,IL,
52064041,4214 W 26TH ST,Chicago,IL,
52064042,4010 W 26TH ST,Chicago,IL,
52072192,1545 N WELLS,Chicago,IL,
52317621,3101 S LAKESHORE DR,Chicago,IL,
52319455,4964 S DREXEL,Chicago,IL,
52319456,5037 S DREXEL,Chicago,IL,
52319457,4917 S DREXEL,Chicago,IL,
52319461,4720 S DREXEL,Chicago,IL,
52324161,2108 W DIVISIONI,Chicago,IL,
51945472,1521 S WABASH,Chicago,IL,
52380479,1637 N WELLS,Chicago,IL,
52244043,931 W WASHINGTON,Chicago,IL,
52158770,1141 N CALIFORNIA,Chicago,IL,
52146876,444 N WELLS,Chicago,IL,
52151632,306 E 75TH ST,Chicago,IL,
52244044,951 W WASHIGNTON,Chicago,IL,
52428212,3301 S LAKE SHORE DR,Chicago,IL,
52222263,3471 N CLARK,Chicago,IL,
52396366,747 W WELLS,Chicago,IL,
52072200,1207 N WELLS,Chicago,IL,
52289891,817 W MARQUETTE,Chicago,IL,
52373033,3305 W MARQUETTE ROAD,Chicago,IL,
52373034,3303 W MARQUETTE ROAD,Chicago,IL,
52275653,2373 S ARCHER,Chicago,IL,
52392897,600 W FOSTER,Chicago,IL,
52192108,4363 N ELSTON,Chicago,IL,
52192109,4523 N ELSTON,Chicago,IL,
52427424,3251 S LAKE SHORE DR,Chicago,IL,
52071753,1024 W ARMITAGE,Chicago,IL,
52458561,1500 N WELLS,Chicago,IL,
52518578,901 W WASHINGTON,Chicago,IL,
48126812,225 S CANAL ST,Chicago,IL,
52373038,3239 W MARQUETTE ROAD,Chicago,IL,
52426329,5045 S DREXEL,Chicago,IL,
52428597,4943 S DREXEL,Chicago,IL,
52428598,4941 S DREXEL,Chicago,IL,
52292726,2130 W MARQUETTE,Chicago,IL,
52518530,1041 W 18TH ST,Chicago,IL,
52352447,1601 N LAKE SHORE DR,Chicago,IL,
52071401,1601 N LAKESHORE DRIVE,Chicago,IL,
52071968,1748 N WELLS,Chicago,IL,
52577508,3235 W MARQUETTE RD,Chicago,IL,
52485932,3936 N CLARENDON,Chicago,IL,
52516603,6003 N KENMORE,Chicago,IL,
52222022,3656 N HALSTED,Chicago,IL,
52287510,4020 W 26TH ST,Chicago,IL,
52485937,3936 N CLARENDON,Chicago,IL,
52487570,3442 N HALSTED,Chicago,IL,
52520484,1928 S WABASH,Chicago,IL,
52357543,3040 W BRYN MAWR,Chicago,IL,
51460396,35430 N CLARK,Chicago,IL,
