id,ticketnum,date,year,unit,unitdesc,violation,violationdesc,license,licstate,lictype,address,city,state,zip
41,49902603,2/22/06 13:25,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,7031837,IL,PAS,1405 N WELLS,Chicago,IL,
42,49345479,2/21/06 13:00,2006,16,CPD,940060,PARK/STAND ON BICYCLE PATH,7429772,IL,PAS,5655 N ELSTON,Chicago,IL,
43,49489303,2/23/06 0:44,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,5774956,IL,PAS,4855 S DREXEL,Chicago,IL,
44,49736618,2/22/06 19:10,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,4496899,IL,PAS,1241 S WABASH,Chicago,IL,
45,49447345,3/1/06 21:50,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,8347742,IL,PAS,2114 S TRUMBULL,Chicago,IL,
46,49736026,3/3/06 12:45,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,99046EB,IL,TRK,1231 S WABASG,Chicago,IL,
47,49008776,2/24/06 16:40,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,375MES,AZ,PAS,1548 N WELLS,Chicago,IL,
48,49008777,2/24/06 16:51,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,111576TW,IL,TRK,1317 N WELLS,Chicago,IL,
49,49676157,3/5/06 3:32,2006,23,CPD,940060,PARK/STAND ON BICYCLE PATH,1129,IL,PML,4700 N LAKE SHORE DR,Chicago,IL,
50,49497380,2/2/06 1:07,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,6552987,IL,PAS,2274 N LINCOLN,Chicago,IL,
51,49903026,3/7/06 9:22,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,7373CD,IL,MAM,1007 W ARMITAGE,Chicago,IL,
52,49912638,3/4/06 21:10,2006,14,CPD,940060,PARK/STAND ON BICYCLE PATH,2762AN,IL,PAS,1866 N DAMEN,Chicago,IL,
53,49491805,3/12/06 18:24,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7815129,IL,PAS,4910 S DREXEL,Chicago,IL,
54,49446607,3/13/06 18:58,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,9813127,IL,PAS,1829 S CENTRAL PK,Chicago,IL,
55,49656281,3/11/06 8:02,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,6248829,IL,PAS,2331 S CENTRAL PARK,Chicago,IL,
56,49656282,3/11/06 8:08,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,8500423,IL,PAS,1541 S CENTRAL PARK,Chicago,IL,
57,49782555,3/12/06 8:29,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,472NXT,IA,PAS,1623 N HALSTED,Chicago,IL,
58,49815186,3/15/06 18:45,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9812922,IL,PAS,1407 N WELLS,Chicago,IL,
59,50146251,2/21/06 17:45,2006,6,CPD,940060,PARK/STAND ON BICYCLE PATH,3653220,IL,PAS,235 W 83RD ST,Chicago,IL,
60,50146254,2/22/06 17:25,2006,6,CPD,940060,PARK/STAND ON BICYCLE PATH,59377B,IL,TRK,103 E 83RD ST,Chicago,IL,
61,49522994,3/19/06 3:51,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,7193898,IL,PAS,4078 W 26TH ST,Chicago,IL,
62,49759821,3/19/06 12:50,2006,8,CPD,940060,PARK/STAND ON BICYCLE PATH,9105158,IL,PAS,3310 W MARQUETTE ROAD,Chicago,IL,
63,48905065,3/19/06 1:50,2006,17,CPD,940060,PARK/STAND ON BICYCLE PATH,8534581,IL,PAS,4612 N KEDZIE,Chicago,IL,
64,48905069,3/19/06 1:50,2006,17,CPD,940060,PARK/STAND ON BICYCLE PATH,6599293,IL,PAS,4614  KEDZIE,Chicago,IL,
65,49509288,3/19/06 18:00,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,6410938,IL,PAS,7357 S SOUTH SHORE DR,Chicago,IL,
66,49759822,3/20/06 8:03,2006,8,CPD,940060,PARK/STAND ON BICYCLE PATH,9105158,IL,PAS,3325 W MARQUETTE ROAD,Chicago,IL,
67,49759823,3/20/06 8:05,2006,8,CPD,940060,PARK/STAND ON BICYCLE PATH,DL2215AC,IL,DLC,3239 W MARQUETTE ROAD,Chicago,IL,
68,50034652,3/21/06 15:50,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,DL1932,IL,PAS,1721 W DIVISION,Chicago,IL,
69,49437260,3/21/06 20:37,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,165JXR,WI,PAS,7458 S SOUTH SHORE DR,Chicago,IL,
70,49492458,3/21/06 16:03,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7130984,IL,PAS,4825 S DREXEL,Chicago,IL,
71,49492463,3/21/06 21:32,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,240G773,IL,TMP,4821 S DREXEL,Chicago,IL,
72,49492466,3/21/06 22:13,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9871971,IL,PAS,4829 S DREXEL,Chicago,IL,
73,49492468,3/21/06 22:15,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7367962,IL,PAS,4829 S DREXEL,Chicago,IL,
74,49492470,3/21/06 22:31,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,857F291,IL,TMP,4625 S DREXEL,Chicago,IL,
75,49492472,3/21/06 22:31,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,4234506,IL,PAS,4625 S DREXEL,Chicago,IL,
76,50002538,3/20/06 15:09,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,D44STC,TX,PAS,1617 N WELLS,Chicago,IL,
77,50002624,3/22/06 17:28,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9859563,IL,PAS,1531 N WELLS,Chicago,IL,
78,49493334,3/23/06 22:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6458460,IL,PAS,4659 S DREXEL,Chicago,IL,
79,49493487,3/25/06 19:46,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9874710,IL,PAS,4659 S DREXEL,Chicago,IL,
80,49493488,3/25/06 15:47,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9654007,IL,PAS,4657 S DREXEL,Chicago,IL,
81,49493489,3/25/06 19:49,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,3613196,IL,PAS,4613 S DREXEL,Chicago,IL,
82,49493495,3/25/06 22:39,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7628930,IL,PAS,4825 S DREXEL,Chicago,IL,
83,49817386,3/25/06 10:50,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,38004E,IL,TRK,1604 N WELLS,Chicago,IL,
84,49461589,3/14/06 10:25,2006,7,CPD,940060,PARK/STAND ON BICYCLE PATH,576F887,IL,TMP,716 W 67TH,Chicago,IL,
85,49493506,3/26/06 19:10,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9998024,IL,PAS,3901 S LAKE SHORE DR,Chicago,IL,
86,49493731,3/28/06 22:47,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,108NCD,KY,PAS,4825 S DREXEL,Chicago,IL,
87,49815665,3/29/06 6:40,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9115307,IL,PAS,1551 N WELLS,Chicago,IL,
88,49493907,4/3/06 17:20,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7879863,IL,PAS,442 S DREXEL,Chicago,IL,
89,49493963,4/3/06 17:18,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,762F160,IL,TMP,4430 S DREXEL BLVD,Chicago,IL,
90,49493964,4/3/06 17:18,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6616358,IL,PAS,4420 S DREXEL BLVD,Chicago,IL,
91,49433938,4/5/06 21:50,2006,23,CPD,940060,PARK/STAND ON BICYCLE PATH,3328TX,IL,TXI,3131 N CLARK,Chicago,IL,
92,49433939,4/5/06 22:00,2006,23,CPD,940060,PARK/STAND ON BICYCLE PATH,6115TX,IL,TXI,3130 N CLARK,Chicago,IL,
93,49494456,4/4/06 20:37,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6773071,IL,PAS,4919 S DREXEL,Chicago,IL,
94,49824757,4/3/06 17:14,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9429288,IL,PAS,1603 N WELLS,Chicago,IL,
95,49494429,4/5/06 21:34,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9870266,IL,PAS,4722 S DREXEL,Chicago,IL,
96,49494433,4/5/06 21:34,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7632282,IL,PAS,4728 S DREXEL,Chicago,IL,
97,49494435,4/5/06 21:06,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,2306756,IL,TMP,4917 S DREXEL,Chicago,IL,
98,49494437,4/5/06 21:37,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,23A3704,AL,PAS,4915 S DREXEL,Chicago,IL,
99,49494439,4/5/06 21:46,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,4480816,IL,PAS,4905 S DREXEL,Chicago,IL,
100,49494468,4/5/06 21:24,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7760693,IL,PAS,4536 S DREXEL,Chicago,IL,
101,49494470,4/5/06 21:28,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,45P8048,IN,PAS,4826 S DREXEL,Chicago,IL,
102,49494472,4/5/06 21:33,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,958F918,IL,TMP,4720 S DREXEL,Chicago,IL,
103,49494474,4/5/06 21:33,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,96185G,IL,TRK,14720 S DREXEL,Chicago,IL,
104,50006450,4/5/06 16:16,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,6760537,IL,PAS,936 W ARMITAGE,Chicago,IL,
105,49844252,4/11/06 16:38,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7654153,IL,PAS,4617 S DREXEL D,Chicago,IL,
106,49844261,4/11/06 18:48,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,5331975,IL,PAS,6021 S DREXEL,Chicago,IL,
107,49844262,4/11/06 18:48,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,4801045,IL,PAS,5017 S DREXEL,Chicago,IL,
108,49844263,4/11/06 18:49,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9847280,IL,PAS,4919 S DREXEL,Chicago,IL,
109,49844264,4/11/06 18:55,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,J254878,IL,PAS,4613 S DREXEL,Chicago,IL,
110,49845332,4/13/06 20:11,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9626288,IL,PAS,4613 S DREXEL,Chicago,IL,
111,49845335,4/13/06 20:11,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,2363344,IL,PAS,4657 S DREXEL,Chicago,IL,
112,49818856,4/16/06 4:52,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,9898715,IL,PAS,4149 W 26TH ST,Chicago,IL,
113,49826987,4/14/06 18:30,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,PBNJ73,IL,PAS,1939 N LINCOLN,Chicago,IL,
114,49443884,4/7/06 15:30,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,7031837,IL,PAS,1403 N WELLS,Chicago,IL,
115,49576715,4/18/06 22:50,2006,19,CPD,940060,PARK/STAND ON BICYCLE PATH,EAH3,IL,PAS,3306 N SOUTH PORT,Chicago,IL,
116,49753646,4/12/06 23:39,2006,7,CPD,940060,PARK/STAND ON BICYCLE PATH,6420194,IL,PAS,6439  DAMEN,Chicago,IL,
117,48202664,4/22/06 23:30,2006,19,CPD,940060,PARK/STAND ON BICYCLE PATH,1291TX,IL,TXI,2451 N HALSTED,Chicago,IL,
118,48202665,4/27/06 0:30,2006,19,CPD,940060,PARK/STAND ON BICYCLE PATH,1957TX,IL,TXI,2540 N HALSTED,Chicago,IL,
119,49443424,4/21/06 15:55,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,7031837,IL,PAS,1407 N WELLS,Chicago,IL,
120,49827752,4/19/06 3:49,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,J963928,IL,PAS,1429 W AUGUSTA,Chicago,IL,
121,49844117,4/23/06 18:49,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8359219,IL,PAS,4428 S DREXEL,Chicago,IL,
122,49818991,4/30/06 11:11,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,8466628,IL,PAS,4215 W 26TH ST,Chicago,IL,
123,49818992,4/30/06 11:14,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,6515YX,IL,TRK,4146 W 26TH ST,Chicago,IL,
124,49818996,4/30/06 12:04,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,44G503,IL,TMP,4148 W 26TH ST,Chicago,IL,
125,49818998,4/30/06 12:09,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,T881045,IL,PAS,4227 W 26TH ST,Chicago,IL,
126,49832606,4/24/06 14:30,2006,17,CPD,940060,PARK/STAND ON BICYCLE PATH,UDM926,NJ,PAS,2901 W LAWRENCE,Chicago,IL,
127,49844123,4/27/06 17:46,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,5774956,IL,PAS,4424 S DREXEL,Chicago,IL,
128,49942825,4/26/06 21:15,2006,6,CPD,940060,PARK/STAND ON BICYCLE PATH,6040710,IL,PAS,8302 S LASALLE,Chicago,IL,
129,50099058,5/3/06 13:15,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,35210H,IL,TRK,540 N DEARBORN,Chicago,IL,
130,49332773,5/3/06 21:55,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,6579654,IL,PAS,2600 S LAKE SHORE DRIV,Chicago,IL,
131,49854767,4/27/06 22:00,2006,19,CPD,940060,PARK/STAND ON BICYCLE PATH,5192176,IL,PAS,2854 N HALSTEAD,Chicago,IL,
132,50043778,3/6/06 11:01,2006,5,CPD,940060,PARK/STAND ON BICYCLE PATH,7374886,IL,PAS,34 W 83RD STREET,Chicago,IL,
133,50193719,5/6/06 16:16,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,J983141,IL,PAS,2254 N LINCOLN,Chicago,IL,
134,50024401,4/22/06 18:52,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,223841D,IL,TRK,7356 S SOUTH SHORE DR,Chicago,IL,
135,49846140,5/4/06 17:31,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7257328,IL,PAS,5007 S DREXEL,Chicago,IL,
136,49846147,5/8/06 17:37,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6991272,IL,PAS,4625 S DREXEL,Chicago,IL,
137,49848379,5/7/06 18:30,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6063126,IL,PAS,4907 S DREXEL,Chicago,IL,
138,49848382,5/8/06 17:42,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6380615,IL,PAS,4520 S DREXEL,Chicago,IL,
139,49848384,5/8/06 22:44,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6455312,IL,PAS,741 E OAKWOOD,Chicago,IL,
140,50033377,5/6/06 22:20,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,9647689,IL,PAS,6300 S HAYES,Chicago,IL,
141,50132505,5/4/06 17:12,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,6000358,IL,PAS,1647 N WELLS,Chicago,IL,
142,50193892,5/12/06 20:20,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,4335TX,IL,TXI,1 E DIVISION,Chicago,IL,
143,50015771,5/10/06 11:45,2006,252,CPD,940060,PARK/STAND ON BICYCLE PATH,AP8535,IL,MCY,103 W VAN BUREN,Chicago,IL,
144,49830150,5/19/06 16:00,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,1432ED,IL,PAS,2548 W AUGUSTA,Chicago,IL,
145,49802313,5/20/06 17:20,2006,8,CPD,940060,PARK/STAND ON BICYCLE PATH,329G642,IL,TMP,4511 W 55TH ST,Chicago,IL,
146,49767243,5/16/06 16:45,2006,17,CPD,940060,PARK/STAND ON BICYCLE PATH,7587602,IL,PAS,4030  ELSTON,Chicago,IL,
147,49767244,5/16/06 18:48,2006,17,CPD,940060,PARK/STAND ON BICYCLE PATH,2674TX,IL,TXI,4030 N ELSTON,Chicago,IL,
148,49767245,5/16/06 18:47,2006,17,CPD,940060,PARK/STAND ON BICYCLE PATH,9812131,IL,PAS,4030 N ELSTON,Chicago,IL,
149,49767246,5/16/06 18:53,2006,17,CPD,940060,PARK/STAND ON BICYCLE PATH,T878903,IL,PAS,4030 N ELSTON,Chicago,IL,
150,50100739,5/25/06 21:01,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,4686TX,IL,TXI,2228 N LINCOLN,Chicago,IL,
151,50100745,5/26/06 21:44,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,7533737,IL,PAS,1651 N WELLS,Chicago,IL,
152,50177736,5/26/06 15:40,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9051592,IL,PAS,1531 N WELLS,Chicago,IL,
153,50217126,5/28/06 18:45,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,6534616,IL,PAS,4157 W 26TH ST,Chicago,IL,
154,50217434,5/27/06 18:05,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,6905266,IL,PAS,4235 W 26TH ST,Chicago,IL,
155,50335626,5/27/06 23:06,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7992386,IL,PAS,3901  LAKE SHORE DR,Chicago,IL,
156,50092994,5/26/06 16:35,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,3182TX,IL,TXI,1235 S WABASH,Chicago,IL,
157,50180362,5/30/06 1:18,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,2115777,IL,PAS,2249 N LINCOLN,Chicago,IL,
158,50190260,5/24/06 13:03,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,9989249,IL,PAS,2020 N HALSTED,Chicago,IL,
159,50893436,5/29/06 14:20,2006,20,CPD,940060,PARK/STAND ON BICYCLE PATH,433G661,IL,TMP,4881 N MARINE DR,Chicago,IL,
160,50119041,5/30/06 22:20,2006,19,CPD,940060,PARK/STAND ON BICYCLE PATH,5704TX,IL,TXI,3728 N SOUTHPORT,Chicago,IL,
161,50032033,5/30/06 23:40,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9177162,IL,PAS,4408 S DREXEL,Chicago,IL,
162,50904002,5/30/06 16:30,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,8342714,IL,PAS,1728 W AUGUSTA,Chicago,IL,
163,50028359,6/2/06 15:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,69972,IL,OTH,5019 S DREXEL,Chicago,IL,
164,50336312,6/2/06 5:51,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,B397971,IL,PAS,4712 S DREXEL,Chicago,IL,
165,49990074,6/4/06 14:45,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,9603984,IL,PAS,4327 W 26 ST,Chicago,IL,
166,50032019,6/3/06 18:05,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6948579,IL,PAS,4001 S LAKE SHORE DR,Chicago,IL,
167,50032020,6/3/06 22:15,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,188G784,IL,TMP,3959 S LAKE SHORE DR,Chicago,IL,
168,50335882,6/5/06 18:40,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8175232,IL,PAS,3901 S LAKE SHORE DR,Chicago,IL,
169,49883692,6/6/06 16:20,2006,152,CPD,940060,PARK/STAND ON BICYCLE PATH,C30137,IL,MCY,21 W MADISON,Chicago,IL,
170,50090088,5/20/06 20:40,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,8886537,IL,PAS,3101 S LAKE SHORE DR,Chicago,IL,
171,50249498,6/6/06 19:59,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,896F208,IL,TMP,1600 N LAKE SHORE DR,Chicago,IL,
172,49848391,6/7/06 20:34,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,E63047,IL,PAS,4530 S DREXEL,Chicago,IL,
173,49848393,6/7/06 20:34,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,1285455,IL,PAS,4532 S DREXEL,Chicago,IL,
174,49848397,6/7/06 21:58,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9830546,IL,PAS,4825  DREXEL,Chicago,IL,
175,49860503,5/29/06 13:50,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,9651527,IL,PAS,1621 S BLUE ISLAND,Chicago,IL,
176,50176429,6/8/06 17:38,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,1214897,IL,PAS,1911 N LINCOLN,Chicago,IL,
