X,Y,FID_1,Status,Match_addr,X,Y,id,ticketnum,date_,year_,unit,unitdesc,violation,violationd,license,licstate,lictype,address,city,state,zip,FID_2,CHICOMNO,DISTNAME,DISTITLE,CURRENCYEX,PPERCURREX,OID_,COMM_NUMBE,COMMUNITY_
-87.673448,42.007083,2207,M,"6923 N CLARK ST, CHICAGO, IL 60626",-87.67344800000,42.00708300000,2332,54091987,2008/02/25,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6923 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673067,42.005552,2208,M,"6825 N CLARK ST, CHICAGO, IL 60626",-87.67306700000,42.00555200000,2333,54091989,2008/02/25,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6825 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.672644,42.00418,2209,M,"6725 N CLARK ST, CHICAGO, IL 60626",-87.67264400000,42.00418000000,2334,54091990,2008/02/25,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,1775863,IL,PAS,6725 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671889,42.001945,2210,M,"6611 N CLARK ST, CHICAGO, IL 60626",-87.67188900000,42.00194500000,2335,54091991,2008/02/25,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TXI,6611 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.672224,42.002901,2214,M,"6660 N CLARK ST, CHICAGO, IL 60626",-87.67222400000,42.00290100000,2339,54091995,2008/02/29,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,AZ,TRK,6660 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.67439,42.011542,2215,M,"7118 N CLARK ST, CHICAGO, IL 60626",-87.67439000000,42.01154200000,2340,54091996,2008/02/29,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7118 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674402,42.011611,2216,M,"7125 N CLARK ST, CHICAGO, IL 60626",-87.67440200000,42.01161100000,2341,54091998,2008/02/29,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7125 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674367,42.011405,2217,M,"7107 N CLARK ST, CHICAGO, IL 60626",-87.67436700000,42.01140500000,2342,54091999,2008/02/29,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,DOM,7107 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673899,42.009095,2223,M,"7007 N CLARK ST, CHICAGO, IL 60626",-87.67389900000,42.00909500000,2349,54091986,2008/02/25,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7007 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674082,42.00982,2226,M,"7029 N CLARK ST, CHICAGO, IL 60626",-87.67408200000,42.00982000000,2352,54310203,2008/03/04,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,6029241,IL,PAS,7029 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673928,42.009227,2227,M,"7011 N CLARK ST, CHICAGO, IL 60626",-87.67392800000,42.00922700000,2353,54310204,2008/03/04,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,5568612,IL,PAS,7011 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673885,42.009028,2228,M,"7005 N CLARK ST, CHICAGO, IL 60626",-87.67388500000,42.00902800000,2354,54310206,2008/03/04,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7005 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671057,41.999482,2242,M,"6470 N CLARK ST, CHICAGO, IL 60626",-87.67105700000,41.99948200000,2369,54307652,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,6264732,IL,PAS,6470 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671301,42.000237,2243,M,"6510 N CLARK ST, CHICAGO, IL 60626",-87.67130100000,42.00023700000,2370,54307653,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,9523060,IL,PAS,6510 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671488,42.000789,2244,M,"6534 N CLARK ST, CHICAGO, IL 60626",-87.67148800000,42.00078900000,2371,54307654,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6534 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671496,42.000814,2245,M,"6536 N CLARK ST, CHICAGO, IL 60626",-87.67149600000,42.00081400000,2372,54307655,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6536 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673897,42.009085,2246,M,"7006 N CLARK ST, CHICAGO, IL 60626",-87.67389700000,42.00908500000,2373,54307657,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7006 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674229,42.010369,2247,M,"7050 N CLARK ST, CHICAGO, IL 60626",-87.67422900000,42.01036900000,2374,54307658,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,7050 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674382,42.011496,2248,M,"7114 N CLARK ST, CHICAGO, IL 60626",-87.67438200000,42.01149600000,2375,54307660,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7114 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.675652,42.017964,2249,M,"7510 N CLARK ST, CHICAGO, IL 60626",-87.67565200000,42.01796400000,2376,54307661,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,7510 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.675639,42.017934,2250,M,"7509 N CLARK ST, CHICAGO, IL 60626",-87.67563900000,42.01793400000,2377,54307663,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,6462258,IL,PAS,7509 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674394,42.011565,2251,M,"7121 N CLARK ST, CHICAGO, IL 60626",-87.67439400000,42.01156500000,2378,54307664,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,8652336,IL,PAS,7121 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674257,42.01058,2252,M,"7061 N CLARK ST, CHICAGO, IL 60626",-87.67425700000,42.01058000000,2379,54307665,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,9269240,IL,PAS,7061 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673023,42.005386,2253,M,"6811 N CLARK ST, CHICAGO, IL 60626",-87.67302300000,42.00538600000,2380,54307667,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,7337400,IL,PAS,6811 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673023,42.005386,2254,M,"6811 N CLARK ST, CHICAGO, IL 60626",-87.67302300000,42.00538600000,2381,54307668,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6811 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671471,42.000739,2255,M,"6531 N CLARK ST, CHICAGO, IL 60626",-87.67147100000,42.00073900000,2382,54307669,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,6531 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671445,42.000664,2256,M,"6525 N CLARK ST, CHICAGO, IL 60626",-87.67144500000,42.00066400000,2383,54307670,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,NY,PAS,6525 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671328,42.000318,2257,M,"6513 N CLARK ST, CHICAGO, IL 60626",-87.67132800000,42.00031800000,2384,54307671,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,9192580,IL,PAS,6513 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671274,42.000156,2258,M,"6509 N CLARK ST, CHICAGO, IL 60626",-87.67127400000,42.00015600000,2385,54307672,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,3724445,IL,PAS,6509 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671247,42.000075,2259,M,"6507 N CLARK ST, CHICAGO, IL 60626",-87.67124700000,42.00007500000,2386,54307673,2008/03/02,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,6906056,IL,PAS,6507 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674086,42.009836,2262,M,"7030 N CLARK ST, CHICAGO, IL 60626",-87.67408600000,42.00983600000,2389,54310208,2008/03/07,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,9641910,IL,PAS,7030 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674257,42.01058,2263,M,"7061 N CLARK ST, CHICAGO, IL 60626",-87.67425700000,42.01058000000,2390,54310209,2008/03/07,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,4201535,IL,PAS,7061 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673663,42.008022,2264,M,"6961 N CLARK ST, CHICAGO, IL 60626",-87.67366300000,42.00802200000,2391,54310210,2008/03/07,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6961 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671471,42.000739,2269,M,"6530 N CLARK ST, CHICAGO, IL 60626",-87.67147100000,42.00073900000,2396,54310222,2008/03/12,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6530 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673358,42.006712,2270,M,"6908 N CLARK ST, CHICAGO, IL 60626",-87.67335800000,42.00671200000,2397,54310223,2008/03/12,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,6021838,IL,PAS,6908 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674271,42.010689,2271,M,"7067 N CLARK ST, CHICAGO, IL 60626",-87.67427100000,42.01068900000,2398,54310224,2008/03/12,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,7067 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674044,42.009689,2272,M,"7025 N CLARK ST, CHICAGO, IL 60626",-87.67404400000,42.00968900000,2399,54310225,2008/03/12,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,NJ,PAS,7025 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674006,42.009557,2273,M,"7021 N CLARK ST, CHICAGO, IL 60626",-87.67400600000,42.00955700000,2400,54315028,2008/03/12,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,7154972,IL,PAS,7021 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.672464,42.003607,2278,M,"6706 N CLARK ST, CHICAGO, IL 60626",-87.67246400000,42.00360700000,2405,54091390,2008/03/17,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,9919792,IL,PAS,6706 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.672504,42.003734,2279,M,"6710 N CLARK ST, CHICAGO, IL 60626",-87.67250400000,42.00373400000,2406,54091391,2008/03/17,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TXI,6710 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674382,42.011496,2280,M,"7114 N CLARK ST, CHICAGO, IL 60626",-87.67438200000,42.01149600000,2407,54091392,2008/03/17,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7114 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673023,42.005386,2281,M,"6811 N CLARK ST, CHICAGO, IL 60626",-87.67302300000,42.00538600000,2408,54091393,2008/03/17,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6811 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674262,42.010617,2284,M,"7063 N CLARK ST, CHICAGO, IL 60626",-87.67426200000,42.01061700000,2411,54091376,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7063 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674262,42.010617,2285,M,"7063 N CLARK ST, CHICAGO, IL 60626",-87.67426200000,42.01061700000,2412,54091377,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,5572208,IL,PAS,7063 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674248,42.010508,2286,M,"7057 N CLARK ST, CHICAGO, IL 60626",-87.67424800000,42.01050800000,2413,54091378,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,5585795,IL,PAS,7057 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674234,42.0104,2287,M,"7051 N CLARK ST, CHICAGO, IL 60626",-87.67423400000,42.01040000000,2414,54091379,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,9322497,IL,PAS,7051 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674234,42.0104,2288,M,"7051 N CLARK ST, CHICAGO, IL 60626",-87.67423400000,42.01040000000,2415,54091380,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7051 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674212,42.010292,2289,M,"7045 N CLARK ST, CHICAGO, IL 60626",-87.67421200000,42.01029200000,2416,54091382,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7045 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674082,42.00982,2290,M,"7029 N CLARK ST, CHICAGO, IL 60626",-87.67408200000,42.00982000000,2417,54091383,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7029 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673956,42.00936,2291,M,"7015 N CLARK ST, CHICAGO, IL 60626",-87.67395600000,42.00936000000,2418,54091385,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,7015 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673956,42.00936,2292,M,"7015 N CLARK ST, CHICAGO, IL 60626",-87.67395600000,42.00936000000,2419,54091386,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7015 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673435,42.00703,2293,M,"6921 N CLARK ST, CHICAGO, IL 60626",-87.67343500000,42.00703000000,2420,54091387,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,9573877,IL,PAS,6921 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671192,41.999914,2294,M,"6502 N CLARK ST, CHICAGO, IL 60626",-87.67119200000,41.99991400000,2421,54315032,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6502 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671247,42.000075,2295,M,"6506 N CLARK ST, CHICAGO, IL 60626",-87.67124700000,42.00007500000,2422,54315033,2008/03/11,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6506 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671301,42.000237,2296,M,"6510 N CLARK ST, CHICAGO, IL 60626",-87.67130100000,42.00023700000,2423,54315034,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,5043866,IL,PAS,6510 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.671355,42.000398,2297,M,"6514 N CLARK ST, CHICAGO, IL 60626",-87.67135500000,42.00039800000,2424,54315035,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6514 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.672114,42.002584,2298,M,"6634 N CLARK ST, CHICAGO, IL 60626",-87.67211400000,42.00258400000,2425,54315037,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,8069225,IL,PAS,6634 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.673358,42.006712,2299,M,"6908 N CLARK ST, CHICAGO, IL 60626",-87.67335800000,42.00671200000,2426,54315038,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,7472633,IL,PAS,6908 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674015,42.009587,2300,M,"7022 N CLARK ST, CHICAGO, IL 60626",-87.67401500000,42.00958700000,2427,54315040,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,7022  CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674051,42.009712,2301,M,"7026 N CLARK ST, CHICAGO, IL 60626",-87.67405100000,42.00971200000,2428,54315041,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,8538446,IL,PAS,7026 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674086,42.009836,2302,M,"7030 N CLARK ST, CHICAGO, IL 60626",-87.67408600000,42.00983600000,2429,54315042,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7030 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674235,42.010406,2303,M,"7052 N CLARK ST, CHICAGO, IL 60626",-87.67423500000,42.01040600000,2430,54315043,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,6892792,IL,PAS,7052 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674235,42.010406,2304,M,"7052 N CLARK ST, CHICAGO, IL 60626",-87.67423500000,42.01040600000,2431,54315044,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,9336456,IL,PAS,7052 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674245,42.010481,2305,M,"7056 N CLARK ST, CHICAGO, IL 60626",-87.67424500000,42.01048100000,2432,54315045,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,7685027,IL,PAS,7056 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674254,42.010556,2306,M,"7060 N CLARK ST, CHICAGO, IL 60626",-87.67425400000,42.01055600000,2433,54315046,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,9282041,IL,PAS,7060 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674382,42.011496,2307,M,"7115 N CLARK ST, CHICAGO, IL 60626",-87.67438200000,42.01149600000,2434,54315047,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,7115 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674375,42.011451,2308,M,"7111 N CLARK ST, CHICAGO, IL 60626",-87.67437500000,42.01145100000,2435,54315048,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7111 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
-87.674371,42.011428,2309,M,"7109 N CLARK ST, CHICAGO, IL 60626",-87.67437100000,42.01142800000,2436,54315049,2008/03/16,2008,24,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,7109 N CLARK,Chicago,IL,,2,0001,1,Rogers Park,5,12723,0,1,Rogers Park
