Status,Match_addr,X,Y,id,ticketnum,date_,year_,unit,unitdesc,violation,violationd,license,licstate,lictype,address,city,state,zip
M,"201 E LAKE SHORE DR, CHICAGO, IL 60611",-87.622463,41.900865,1063,54862189,8/15/08 0:00,2008,1,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,201 N LAKE SHORE DR,CHICAGO,IL,60611
M,"2114 N KEDZIE AVE, CHICAGO, IL 60647",-87.707127,41.919827,1548,65765940,2/19/15 0:00,2015,14,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2114 N KEDZIE,CHICAGO,IL,60647
M,"2114 N KEDZIE AVE, CHICAGO, IL 60647",-87.707127,41.919827,1550,65434324,2/19/15 0:00,2015,14,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2114 N KEDZIE,CHICAGO,IL,60647
U, ,0,0,6519,66357947,10/18/15 0:00,2015,18,CPD,940060,PARK/STAND ON BICYCLE PATH,7617935,IL,PAS,220 W KEDZIE, , , 
M,"2242 W 18TH ST, CHICAGO, IL 60608",-87.681937,41.857587,1458,63001987,5/17/13 0:00,2013,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,2242 W 18TH,CHICAGO,IL,60608
M,"247 N CENTRAL PARK AVE, CHICAGO, IL 60624",-87.716688,41.884659,6882,67144484,5/21/16 0:00,2016,11,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,247 N CENTRAL PARK,CHICAGO,IL,60624
M,"3118 W PALMER ST, CHICAGO, IL 60647",-87.704468,41.920691,3144,60158983,9/10/11 0:00,2011,14,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,3118 W PALMER,CHICAGO,IL,60647
U, ,0,0,795,53047705,10/9/07 0:00,2007,7,CPD,940060,PARK/STAND ON BICYCLE PATH,9694033,IL,PAS,453 N MARQUETTE, , , 
U, ,0,0,64,48905069,3/19/06 0:00,2006,17,CPD,940060,PARK/STAND ON BICYCLE PATH,6599293,IL,PAS,4614  KEDZIE, , , 
M,"5508 W LAKE ST, CHICAGO, IL 60644",-87.763336,41.887644,2235,66964359,9/10/16 0:00,2016,15,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,5508 W LAKE,CHICAGO,IL,60644
M,"5808 W LAKE ST, CHICAGO, IL 60644",-87.77004,41.88781,2191,66758561,2/10/16 0:00,2016,15,CPD,940060,PARK/STAND ON BICYCLE PATH,9579191,IL,PAS,5808 W LAKE,CHICAGO,IL,60644
M,"5816 W LAKE ST, CHICAGO, IL 60644",-87.770206,41.887813,4316,66012591,6/22/15 0:00,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,5816 W LAKE ST,CHICAGO,IL,60644
M,"5834 W LAKE ST, CHICAGO, IL 60644",-87.770581,41.887821,6878,66963470,5/17/16 0:00,2016,15,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,5834 W LAKE ST,CHICAGO,IL,60644
M,"5922 W LAKE ST, CHICAGO, IL 60644",-87.772592,41.887076,1635,65545740,3/7/15 0:00,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,0,GA,PAS,5922 W LAKE,CHICAGO,IL,60644
M,"5924 W LAKE ST, CHICAGO, IL 60644",-87.772647,41.887077,1636,65545741,3/7/15 0:00,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,5924 W LAKE,CHICAGO,IL,60644
M,"5942 W LAKE ST, CHICAGO, IL 60644",-87.77346,41.887916,4751,66960156,7/31/16 0:00,2016,15,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,5942 W LAKE ST,CHICAGO,IL,60644
M,"5952 W LAKE ST, CHICAGO, IL 60644",-87.773688,41.887921,4778,66967987,8/10/16 0:00,2016,15,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,5952 W LAKE,CHICAGO,IL,60644
M,"5956 W LAKE ST, CHICAGO, IL 60644",-87.773779,41.887924,4741,67215153,7/21/16 0:00,2016,15,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,5956 W LAKE,CHICAGO,IL,60644
M,"6210 S HALSTED ST, CHICAGO, IL 60621",-87.64474,41.781148,1053,55179970,8/18/08 0:00,2008,7,CPD,940060,PARK/STAND ON BICYCLE PATH,1323108,IL,PAS,6210 S HALSTED,CHICAGO,IL,60621
M,"6319 S HALSTED ST, CHICAGO, IL 60621",-87.644694,41.779074,1227,56917352,9/23/09 0:00,2009,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,6319 S HALSTED,CHICAGO,IL,60621
M,"6320 S HALSTED ST, CHICAGO, IL 60621",-87.644692,41.779014,1228,56917409,9/23/09 0:00,2009,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,6320 S HALSTED,CHICAGO,IL,60621
M,"6343 S HALSTED ST, CHICAGO, IL 60621",-87.644686,41.778649,1153,56078313,2/24/09 0:00,2009,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6343 S HALSTED,CHICAGO,IL,60621
M,"6343 S HALSTED ST, CHICAGO, IL 60621",-87.644686,41.778649,1154,56078315,2/24/09 0:00,2009,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6343 S HALSTED,CHICAGO,IL,60621
M,"6349 S HALSTED ST, CHICAGO, IL 60621",-87.644685,41.778561,4825,67200311,8/30/16 0:00,2016,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6349 S HALSTED,CHICAGO,IL,60621
M,"6427 S HALSTED ST, CHICAGO, IL 60621",-87.644646,41.777001,4821,67027952,8/30/16 0:00,2016,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6427 S HALSTED,CHICAGO,IL,60621
M,"6429 S HALSTED ST, CHICAGO, IL 60621",-87.644645,41.776941,4824,67200307,8/30/16 0:00,2016,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6429 S HALSTED,CHICAGO,IL,60621
M,"6430 S HALSTED ST, CHICAGO, IL 60621",-87.644652,41.777375,3103,59552606,3/31/11 0:00,2011,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6430 S HALSTED,CHICAGO,IL,60621
M,"6431 S HALSTED ST, CHICAGO, IL 60621",-87.644644,41.776881,4820,67027950,8/30/16 0:00,2016,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,6431 S HALSTED,CHICAGO,IL,60621
U, ,0,0,116,49753646,4/12/06 0:00,2006,7,CPD,940060,PARK/STAND ON BICYCLE PATH,6420194,IL,PAS,6439  DAMEN, , , 
M,"6531 S HALSTED ST, CHICAGO, IL 60621",-87.644282,41.775533,4822,67027955,8/30/16 0:00,2016,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,6531 S HALSTED,CHICAGO,IL,60621
U, ,0,0,3451,61162356,8/30/12 0:00,2012,2,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,730  PERSHING RD, , , 
U, ,0,0,551,52396366,6/5/07 0:00,2007,18,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,DOM,747 W WELLS, , , 
U, ,0,0,6119,65146873,11/21/14 0:00,2014,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,754 N MARQUETTE, , , 
M,"800 S HALSTED ST, CHICAGO, IL 60607",-87.647113,41.871424,925,54837315,5/23/08 0:00,2008,12,CPD,940060,PARK/STAND ON BICYCLE PATH,3446121,IL,PAS,800 S HALSTED,CHICAGO,IL,60607
M,"835 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663531,41.884129,933,54200419,5/20/08 0:00,2008,216,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,835 W WASHINGTON,CHICAGO,IL,60607
M,"851 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663662,41.884051,231,50105340,5/30/06 0:00,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TXI,851 W WASHINGTON,CHICAGO,IL,60607
M,"855 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663674,41.88404,261,50295238,6/8/06 0:00,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TXI,855 W WASHINGTON,CHICAGO,IL,60607
M,"900 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663815,41.883904,3219,61216830,6/1/12 0:00,2012,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,900 W WASHINGTON,CHICAGO,IL,60607
M,"901 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663815,41.883904,240,50449192,6/22/06 0:00,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,5282343,IL,PAS,901 N WASHINGTON,CHICAGO,IL,60607
M,"901 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663815,41.883904,234,50105347,6/5/06 0:00,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,14483144,IL,PAS,901 W WASHINGTON,CHICAGO,IL,60607
M,"901 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663815,41.883904,239,50449191,6/22/06 0:00,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,901 W WASHINGTON,CHICAGO,IL,60607
M,"901 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663815,41.883904,563,52518578,6/20/07 0:00,2007,12,CPD,940060,PARK/STAND ON BICYCLE PATH,7552460,IL,PAS,901 W WASHINGTON,CHICAGO,IL,60607
M,"902 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663821,41.883898,762,53055818,9/21/07 0:00,2007,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,902 W WASHINGTON,CHICAGO,IL,60607
M,"903 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663821,41.883898,6362,64486613,8/29/15 0:00,2015,59,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,903 W WASHINGTON,CHICAGO,IL,60607
M,"908 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.66384,41.88388,2954,58459058,6/19/10 0:00,2010,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,908 W WASHINGTON,CHICAGO,IL,60607
M,"909 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.66384,41.88388,765,52681791,9/11/07 0:00,2007,12,CPD,940060,PARK/STAND ON BICYCLE PATH,6966331,IL,PAS,909 W WASHINGTON,CHICAGO,IL,60607
M,"909 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.66384,41.88388,937,54837897,6/2/08 0:00,2008,12,CPD,940060,PARK/STAND ON BICYCLE PATH,7787371,IL,PAS,909 W WASHINGTON,CHICAGO,IL,60607
M,"911 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663846,41.883874,263,50295242,6/13/06 0:00,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,1077543,IL,PAS,911 W WASHINGTON,CHICAGO,IL,60607
M,"911 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663846,41.883874,2570,55527061,10/10/08 0:00,2008,12,CPD,940060,PARK/STAND ON BICYCLE PATH,9172048,IL,PAS,911 W WASHINGTON,CHICAGO,IL,60607
M,"913 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663852,41.883868,1135,56130711,2/11/09 0:00,2009,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,913 W WASHINGTON,CHICAGO,IL,60607
M,"913 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663852,41.883868,2605,55527533,9/30/08 0:00,2008,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,913 W WASHINGTON,CHICAGO,IL,60607
M,"913 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663852,41.883868,2830,57773583,12/8/09 0:00,2009,12,CPD,940060,PARK/STAND ON BICYCLE PATH,3508110,IL,PAS,913 W WASHINGTON,CHICAGO,IL,60607
M,"917 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663864,41.883856,495,51365899,4/9/07 0:00,2007,12,CPD,940060,PARK/STAND ON BICYCLE PATH,5586591,IL,PAS,917 W WASHINGTON,CHICAGO,IL,60607
M,"917 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663864,41.883856,1816,65451451,4/22/15 0:00,2015,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,917 W WASHINGTON,CHICAGO,IL,60607
M,"917 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663864,41.883856,2359,53522005,1/7/08 0:00,2008,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,917 W WASHINGTON,CHICAGO,IL,60607
M,"917 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663864,41.883856,2606,55527536,9/30/08 0:00,2008,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,KS,PAS,917 W WASHINGTON,CHICAGO,IL,60607
M,"917 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663864,41.883856,2728,56130183,3/9/09 0:00,2009,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TXI,917 W WASHINGTON,CHICAGO,IL,60607
M,"917 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663864,41.883856,2949,58432850,6/12/10 0:00,2010,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,917 W WASHINGTON,CHICAGO,IL,60607
M,"917 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663864,41.883856,2969,58430443,7/2/10 0:00,2010,12,CPD,940060,PARK/STAND ON BICYCLE PATH,7895966,IL,PAS,917 W WASHINGTON,CHICAGO,IL,60607
M,"917 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663864,41.883856,3597,62850275,7/31/13 0:00,2013,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,917 W WASHINGTON,CHICAGO,IL,60607
M,"917 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663864,41.883856,4449,65907127,6/29/15 0:00,2015,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,917 W WASHINGTON,CHICAGO,IL,60607
M,"917 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663864,41.883856,5064,61563382,4/5/12 0:00,2012,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,917 W WASHINGTON,CHICAGO,IL,60607
M,"919 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663871,41.88385,232,50105341,5/30/06 0:00,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,919 W WASHINGTON,CHICAGO,IL,60607
M,"919 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663871,41.88385,233,50105342,5/30/06 0:00,2006,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TXI,919 W WASHINGTON,CHICAGO,IL,60607
M,"919 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663871,41.88385,4179,65901625,5/4/15 0:00,2015,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,919 W WASHINGTON,CHICAGO,IL,60607
M,"919 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663871,41.88385,4972,59713141,7/7/11 0:00,2011,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,919 W WASHINGTON,CHICAGO,IL,60607
M,"919 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663871,41.88385,5835,64497555,5/6/14 0:00,2014,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,919 W WASHINGTON,CHICAGO,IL,60607
M,"921 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663877,41.883845,6627,66849554,2/25/16 0:00,2016,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,8459326,IL,PAS,921 W WASHINGTON,CHICAGO,IL,60607
M,"931 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663907,41.883815,544,52244043,5/22/07 0:00,2007,12,CPD,940060,PARK/STAND ON BICYCLE PATH,6944062,IL,PAS,931 W WASHINGTON,CHICAGO,IL,60607
M,"931 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663907,41.883815,763,50651802,9/14/07 0:00,2007,12,CPD,940060,PARK/STAND ON BICYCLE PATH,3906640,IL,PAS,931 W WASHINGTON,CHICAGO,IL,60607
M,"931 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663907,41.883815,2839,57934801,12/21/09 0:00,2009,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,ORG,931 W WASHINGTON,CHICAGO,IL,60607
M,"931 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663907,41.883815,3218,61563583,5/30/12 0:00,2012,12,CPD,940060,PARK/STAND ON BICYCLE PATH,3771895,IL,PAS,931 W WASHINGTON,CHICAGO,IL,60607
M,"931 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663907,41.883815,3895,64498684,4/5/14 0:00,2014,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,931 W WASHINGTON,CHICAGO,IL,60607
M,"933 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663914,41.883809,2676,55821862,12/28/08 0:00,2008,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,933 W WASHINGTON,CHICAGO,IL,60607
M,"933 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663914,41.883809,2868,57940431,3/3/10 0:00,2010,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,AZ,PAS,933 W WASHINGTON,CHICAGO,IL,60607
M,"946 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663957,41.883768,2951,57446183,6/19/10 0:00,2010,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,946 W WASHINGTON,CHICAGO,IL,60607
M,"948 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663963,41.883762,2950,57446182,6/19/10 0:00,2010,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,948 W WASHINGTON,CHICAGO,IL,60607
U, ,0,0,1527,65469790,2/8/15 0:00,2015,412,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,954 S 83RD, , , 
M,"958 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663993,41.883732,1009,55064622,7/18/08 0:00,2008,12,CPD,940060,PARK/STAND ON BICYCLE PATH,8475578,IL,PAS,958 W WASHINGTON,CHICAGO,IL,60607
M,"959 W WASHINGTON BLVD, CHICAGO, IL 60607",-87.663993,41.883732,2315,53731551,2/14/08 0:00,2008,12,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,959 W WASHINGTON,CHICAGO,IL,60607
U, ,0,0,4884,0,10/22/10 0:00,2010,23,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,0 N BROADWAY,Chicago,IL, 
