Status,Match_addr,X,Y,id,ticketnum,date_,year_,unit,unitdesc,violation,violationd,license,licstate,lictype,address,city,state,zip
M,"1421 W AUGUSTA BLVD, CHICAGO, IL 60622",-87.663037,41.899776,26,49512854,1/30/06 0:00,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,1421 W AUGUSTA,Chicago,IL, 
M,"1562 N WELLS ST, CHICAGO, IL 60610",-87.634677,41.910587,27,49495487,2/4/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,2660265,IL,PAS,1562 N WELLS,Chicago,IL, 
M,"25 S CANAL ST, CHICAGO, IL 60606",-87.639668,41.881683,28,49384803,2/2/06 0:00,2006,152,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,25 S CANAL,Chicago,IL, 
M,"2740 N ELSTON AVE, CHICAGO, IL 60647",-87.686418,41.931232,29,49546964,2/6/06 0:00,2006,14,CPD,940060,PARK/STAND ON BICYCLE PATH,6723802,IL,PAS,2740 N ELSTON,Chicago,IL, 
M,"1614 N WELLS ST, CHICAGO, IL 60614",-87.634718,41.911614,30,49756349,2/7/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TXI,1614 N WELLS,Chicago,IL, 
M,"5861 N KENMORE AVE, CHICAGO, IL 60660",-87.656751,41.988564,31,48827538,2/11/06 0:00,2006,20,CPD,940060,PARK/STAND ON BICYCLE PATH,6337671,IL,PAS,5861 W KENMORE,Chicago,IL, 
M,"2325 W WARREN BLVD, CHICAGO, IL 60612",-87.684603,41.882107,32,49511960,2/9/06 0:00,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,2325 W WARREN BLVD,Chicago,IL, 
M,"4901 S DREXEL AVE, CHICAGO, IL 60615",-87.603791,41.805842,33,49488692,2/13/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9064024,IL,PAS,4901 S DREXEL,Chicago,IL, 
M,"1513 E MARQUETTE RD, CHICAGO, IL 60637",-87.588433,41.775142,34,49504277,2/13/06 0:00,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,4039917,IL,PAS,1513 E MARQUETTE RD,Chicago,IL, 
M,"1645 N WELLS ST, CHICAGO, IL 60614",-87.634734,41.912225,35,49758207,2/14/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,1645 N WELLS,Chicago,IL, 
M,"1616 N WELLS ST, CHICAGO, IL 60614",-87.634721,41.91167,36,49498539,2/13/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,5861310,IL,PAS,1616 N WELLS,Chicago,IL, 
M,"4915 S DREXEL BLVD, CHICAGO, IL 60615",-87.603785,41.805581,37,49488701,2/13/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IN,PAS,4915 S DREXEL BLVD,Chicago,IL, 
M,"1746 N WELLS ST, CHICAGO, IL 60614",-87.63477,41.914226,39,49010236,2/3/06 0:00,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,17796,IL,PAS,1746 N WELLS,Chicago,IL, 
M,"1748 N WELLS ST, CHICAGO, IL 60614",-87.634771,41.914248,40,49010237,2/3/06 0:00,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,1243332,IL,PAS,1748 N WELLS,Chicago,IL, 
M,"1405 N WELLS ST, CHICAGO, IL 60610",-87.63461,41.907759,41,49902603,2/22/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,7031837,IL,PAS,1405 N WELLS,Chicago,IL, 
M,"5655 N ELSTON AVE, CHICAGO, IL 60646",-87.766478,41.984052,42,49345479,2/21/06 0:00,2006,16,CPD,940060,PARK/STAND ON BICYCLE PATH,7429772,IL,PAS,5655 N ELSTON,Chicago,IL, 
M,"4855 S DREXEL AVE, CHICAGO, IL 60615",-87.6038,41.806683,43,49489303,2/23/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,5774956,IL,PAS,4855 S DREXEL,Chicago,IL, 
M,"1241 S WABASH AVE, CHICAGO, IL 60605",-87.625816,41.866689,44,49736618,2/22/06 0:00,2006,1,CPD,940060,PARK/STAND ON BICYCLE PATH,4496899,IL,PAS,1241 S WABASH,Chicago,IL, 
M,"2114 S TRUMBULL AVE, CHICAGO, IL 60623",-87.711122,41.852579,45,49447345,3/1/06 0:00,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,8347742,IL,PAS,2114 S TRUMBULL,Chicago,IL, 
M,"1548 N WELLS ST, CHICAGO, IL 60610",-87.634673,41.910414,47,49008776,2/24/06 0:00,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,0,AZ,PAS,1548 N WELLS,Chicago,IL, 
M,"1317 N WELLS ST, CHICAGO, IL 60610",-87.634557,41.906419,48,49008777,2/24/06 0:00,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,1317 N WELLS,Chicago,IL, 
M,"4700 S LAKE SHORE DR, CHICAGO, IL 60615",-87.586584,41.807361,49,49676157,3/5/06 0:00,2006,23,CPD,940060,PARK/STAND ON BICYCLE PATH,1129,IL,PML,4700 N LAKE SHORE DR,Chicago,IL, 
M,"2274 N LINCOLN AVE, CHICAGO, IL 60614",-87.645603,41.923201,50,49497380,2/2/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,6552987,IL,PAS,2274 N LINCOLN,Chicago,IL, 
M,"1007 W ARMITAGE AVE, CHICAGO, IL 60614",-87.653649,41.9181,51,49903026,3/7/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,MAM,1007 W ARMITAGE,Chicago,IL, 
M,"1866 N DAMEN AVE, CHICAGO, IL 60647",-87.67755,41.915764,52,49912638,3/4/06 0:00,2006,14,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,1866 N DAMEN,Chicago,IL, 
M,"4910 S DREXEL AVE, CHICAGO, IL 60615",-87.604209,41.80564,53,49491805,3/12/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7815129,IL,PAS,4910 S DREXEL,Chicago,IL, 
M,"1829 S CENTRAL PARK AVE, CHICAGO, IL 60623",-87.715003,41.856138,54,49446607,3/13/06 0:00,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,9813127,IL,PAS,1829 S CENTRAL PK,Chicago,IL, 
M,"2331 S CENTRAL PARK AVE, CHICAGO, IL 60623",-87.714819,41.84918,55,49656281,3/11/06 0:00,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,6248829,IL,PAS,2331 S CENTRAL PARK,Chicago,IL, 
M,"1541 S CENTRAL PARK AVE, CHICAGO, IL 60623",-87.715122,41.859957,56,49656282,3/11/06 0:00,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,8500423,IL,PAS,1541 S CENTRAL PARK,Chicago,IL, 
M,"1623 N HALSTED ST, CHICAGO, IL 60614",-87.648269,41.91157,57,49782555,3/12/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IA,PAS,1623 N HALSTED,Chicago,IL, 
M,"1407 N WELLS ST, CHICAGO, IL 60610",-87.634611,41.907788,58,49815186,3/15/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9812922,IL,PAS,1407 N WELLS,Chicago,IL, 
M,"235 W 83RD ST, CHICAGO, IL 60620",-87.629976,41.743479,59,50146251,2/21/06 0:00,2006,6,CPD,940060,PARK/STAND ON BICYCLE PATH,3653220,IL,PAS,235 W 83RD ST,Chicago,IL, 
M,"103 E 83RD ST, CHICAGO, IL 60619",-87.621057,41.7436,60,50146254,2/22/06 0:00,2006,6,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,103 E 83RD ST,Chicago,IL, 
M,"4078 W 26TH ST, CHICAGO, IL 60623",-87.727281,41.84412,61,49522994,3/19/06 0:00,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,7193898,IL,PAS,4078 W 26TH ST,Chicago,IL, 
M,"3310 W MARQUETTE RD, CHICAGO, IL 60629",-87.70559,41.771545,62,49759821,3/19/06 0:00,2006,8,CPD,940060,PARK/STAND ON BICYCLE PATH,9105158,IL,PAS,3310 W MARQUETTE ROAD,Chicago,IL, 
M,"4612 N KEDZIE AVE, CHICAGO, IL 60625",-87.708402,41.965054,63,48905065,3/19/06 0:00,2006,17,CPD,940060,PARK/STAND ON BICYCLE PATH,8534581,IL,PAS,4612 N KEDZIE,Chicago,IL, 
M,"7357 S SOUTH SHORE DR, CHICAGO, IL 60649",-87.560083,41.763586,65,49509288,3/19/06 0:00,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,6410938,IL,PAS,7357 S SOUTH SHORE DR,Chicago,IL, 
M,"3325 W MARQUETTE RD, CHICAGO, IL 60629",-87.705919,41.77154,66,49759822,3/20/06 0:00,2006,8,CPD,940060,PARK/STAND ON BICYCLE PATH,9105158,IL,PAS,3325 W MARQUETTE ROAD,Chicago,IL, 
M,"3239 W MARQUETTE RD, CHICAGO, IL 60629",-87.703837,41.771569,67,49759823,3/20/06 0:00,2006,8,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,DLC,3239 W MARQUETTE ROAD,Chicago,IL, 
M,"1721 W DIVISION ST, CHICAGO, IL 60622",-87.670524,41.903297,68,50034652,3/21/06 0:00,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,1721 W DIVISION,Chicago,IL, 
M,"7458 S SOUTH SHORE DR, CHICAGO, IL 60649",-87.557816,41.761323,69,49437260,3/21/06 0:00,2006,3,CPD,940060,PARK/STAND ON BICYCLE PATH,0,WI,PAS,7458 S SOUTH SHORE DR,Chicago,IL, 
M,"4825 S DREXEL AVE, CHICAGO, IL 60615",-87.603805,41.807192,70,49492458,3/21/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7130984,IL,PAS,4825 S DREXEL,Chicago,IL, 
M,"4821 S DREXEL AVE, CHICAGO, IL 60615",-87.603806,41.80726,71,49492463,3/21/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,4821 S DREXEL,Chicago,IL, 
M,"4829 S DREXEL AVE, CHICAGO, IL 60615",-87.603804,41.807124,72,49492466,3/21/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9871971,IL,PAS,4829 S DREXEL,Chicago,IL, 
M,"4829 S DREXEL AVE, CHICAGO, IL 60615",-87.603804,41.807124,73,49492468,3/21/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7367962,IL,PAS,4829 S DREXEL,Chicago,IL, 
M,"4625 S DREXEL AVE, CHICAGO, IL 60653",-87.603893,41.810809,74,49492470,3/21/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,4625 S DREXEL,Chicago,IL, 
M,"4625 S DREXEL AVE, CHICAGO, IL 60653",-87.603893,41.810809,75,49492472,3/21/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,4234506,IL,PAS,4625 S DREXEL,Chicago,IL, 
M,"1617 N WELLS ST, CHICAGO, IL 60614",-87.634728,41.911817,76,50002538,3/20/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,0,TX,PAS,1617 N WELLS,Chicago,IL, 
M,"1531 N WELLS ST, CHICAGO, IL 60610",-87.634658,41.909763,77,50002624,3/22/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9859563,IL,PAS,1531 N WELLS,Chicago,IL, 
M,"4659 S DREXEL AVE, CHICAGO, IL 60653",-87.603879,41.81021,78,49493334,3/23/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6458460,IL,PAS,4659 S DREXEL,Chicago,IL, 
M,"4659 S DREXEL AVE, CHICAGO, IL 60653",-87.603879,41.81021,79,49493487,3/25/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9874710,IL,PAS,4659 S DREXEL,Chicago,IL, 
M,"4657 S DREXEL AVE, CHICAGO, IL 60653",-87.60388,41.810245,80,49493488,3/25/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9654007,IL,PAS,4657 S DREXEL,Chicago,IL, 
M,"4613 S DREXEL AVE, CHICAGO, IL 60653",-87.603898,41.811021,81,49493489,3/25/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,3613196,IL,PAS,4613 S DREXEL,Chicago,IL, 
M,"4825 S DREXEL AVE, CHICAGO, IL 60615",-87.603805,41.807192,82,49493495,3/25/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7628930,IL,PAS,4825 S DREXEL,Chicago,IL, 
M,"1604 N WELLS ST, CHICAGO, IL 60614",-87.634704,41.911338,83,49817386,3/25/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,1604 N WELLS,Chicago,IL, 
M,"716 W 67TH ST, CHICAGO, IL 60621",-87.643284,41.772366,84,49461589,3/14/06 0:00,2006,7,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,716 W 67TH,Chicago,IL, 
M,"3901 N LAKE SHORE DR, CHICAGO, IL 60613",-87.645002,41.953071,85,49493506,3/26/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9998024,IL,PAS,3901 S LAKE SHORE DR,Chicago,IL, 
M,"4825 S DREXEL AVE, CHICAGO, IL 60615",-87.603805,41.807192,86,49493731,3/28/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,0,KY,PAS,4825 S DREXEL,Chicago,IL, 
M,"1551 N WELLS ST, CHICAGO, IL 60610",-87.634666,41.910136,87,49815665,3/29/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9115307,IL,PAS,1551 N WELLS,Chicago,IL, 
M,"4430 S DREXEL BLVD, CHICAGO, IL 60653",-87.604429,41.814345,89,49493963,4/3/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,4430 S DREXEL BLVD,Chicago,IL, 
M,"4420 S DREXEL BLVD, CHICAGO, IL 60653",-87.604435,41.814521,90,49493964,4/3/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6616358,IL,PAS,4420 S DREXEL BLVD,Chicago,IL, 
M,"3131 N CLARK ST, CHICAGO, IL 60657",-87.649353,41.938358,91,49433938,4/5/06 0:00,2006,23,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TXI,3131 N CLARK,Chicago,IL, 
M,"3130 N CLARK ST, CHICAGO, IL 60657",-87.6496,41.938658,92,49433939,4/5/06 0:00,2006,23,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TXI,3130 N CLARK,Chicago,IL, 
M,"4919 S DREXEL AVE, CHICAGO, IL 60615",-87.603783,41.805506,93,49494456,4/4/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6773071,IL,PAS,4919 S DREXEL,Chicago,IL, 
M,"1603 N WELLS ST, CHICAGO, IL 60614",-87.634702,41.911301,94,49824757,4/3/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9429288,IL,PAS,1603 N WELLS,Chicago,IL, 
M,"4722 S DREXEL AVE, CHICAGO, IL 60615",-87.604307,41.809017,95,49494429,4/5/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9870266,IL,PAS,4722 S DREXEL,Chicago,IL, 
M,"4728 S DREXEL AVE, CHICAGO, IL 60615",-87.604302,41.808913,96,49494433,4/5/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7632282,IL,PAS,4728 S DREXEL,Chicago,IL, 
M,"4917 S DREXEL AVE, CHICAGO, IL 60615",-87.603784,41.805544,97,49494435,4/5/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,2306756,IL,TMP,4917 S DREXEL,Chicago,IL, 
M,"4915 S DREXEL AVE, CHICAGO, IL 60615",-87.603785,41.805581,98,49494437,4/5/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,0,AL,PAS,4915 S DREXEL,Chicago,IL, 
M,"4905 S DREXEL AVE, CHICAGO, IL 60615",-87.603789,41.805768,99,49494439,4/5/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,4480816,IL,PAS,4905 S DREXEL,Chicago,IL, 
M,"4536 S DREXEL AVE, CHICAGO, IL 60653",-87.604384,41.812409,100,49494468,4/5/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7760693,IL,PAS,4536 S DREXEL,Chicago,IL, 
M,"4826 S DREXEL AVE, CHICAGO, IL 60615",-87.60424,41.807159,101,49494470,4/5/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IN,PAS,4826 S DREXEL,Chicago,IL, 
M,"4720 S DREXEL AVE, CHICAGO, IL 60615",-87.604308,41.809052,102,49494472,4/5/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TMP,4720 S DREXEL,Chicago,IL, 
M,"936 W ARMITAGE AVE, CHICAGO, IL 60614",-87.65238,41.918122,104,50006450,4/5/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,6760537,IL,PAS,936 W ARMITAGE,Chicago,IL, 
M,"4617 S DREXEL AVE, CHICAGO, IL 60653",-87.603896,41.81095,105,49844252,4/11/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,7654153,IL,PAS,4617 S DREXEL D,Chicago,IL, 
M,"6021 S DREXEL AVE, CHICAGO, IL 60637",-87.604286,41.785335,106,49844261,4/11/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,5331975,IL,PAS,6021 S DREXEL,Chicago,IL, 
M,"5017 S DREXEL AVE, CHICAGO, IL 60615",-87.603742,41.803644,107,49844262,4/11/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,4801045,IL,PAS,5017 S DREXEL,Chicago,IL, 
M,"4919 S DREXEL AVE, CHICAGO, IL 60615",-87.603783,41.805506,108,49844263,4/11/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9847280,IL,PAS,4919 S DREXEL,Chicago,IL, 
M,"4613 S DREXEL AVE, CHICAGO, IL 60653",-87.603898,41.811021,109,49844264,4/11/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,4613 S DREXEL,Chicago,IL, 
M,"4613 S DREXEL AVE, CHICAGO, IL 60653",-87.603898,41.811021,110,49845332,4/13/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9626288,IL,PAS,4613 S DREXEL,Chicago,IL, 
M,"4657 S DREXEL AVE, CHICAGO, IL 60653",-87.60388,41.810245,111,49845335,4/13/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,2363344,IL,PAS,4657 S DREXEL,Chicago,IL, 
M,"4149 W 26TH ST, CHICAGO, IL 60623",-87.728457,41.844099,112,49818856,4/16/06 0:00,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,9898715,IL,PAS,4149 W 26TH ST,Chicago,IL, 
M,"1939 N LINCOLN AVE, CHICAGO, IL 60614",-87.637288,41.917225,113,49826987,4/14/06 0:00,2006,18,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,1939 N LINCOLN,Chicago,IL, 
M,"1403 N WELLS ST, CHICAGO, IL 60610",-87.634609,41.907731,114,49443884,4/7/06 0:00,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,7031837,IL,PAS,1403 N WELLS,Chicago,IL, 
M,"3306 N SOUTHPORT AVE, CHICAGO, IL 60657",-87.663849,41.941778,115,49576715,4/18/06 0:00,2006,19,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,3306 N SOUTH PORT,Chicago,IL, 
M,"2451 N HALSTED ST, CHICAGO, IL 60614",-87.648785,41.926878,117,48202664,4/22/06 0:00,2006,19,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TXI,2451 N HALSTED,Chicago,IL, 
M,"2540 N HALSTED ST, CHICAGO, IL 60614",-87.648838,41.928506,118,48202665,4/27/06 0:00,2006,19,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TXI,2540 N HALSTED,Chicago,IL, 
M,"1407 N WELLS ST, CHICAGO, IL 60610",-87.634611,41.907788,119,49443424,4/21/06 0:00,2006,216,CPD,940060,PARK/STAND ON BICYCLE PATH,7031837,IL,PAS,1407 N WELLS,Chicago,IL, 
M,"1429 W AUGUSTA BLVD, CHICAGO, IL 60622",-87.663223,41.899771,120,49827752,4/19/06 0:00,2006,13,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,1429 W AUGUSTA,Chicago,IL, 
M,"4428 S DREXEL AVE, CHICAGO, IL 60653",-87.60443,41.81438,121,49844117,4/23/06 0:00,2006,21,CPD,940060,PARK/STAND ON BICYCLE PATH,8359219,IL,PAS,4428 S DREXEL,Chicago,IL, 
M,"4215 W 26TH ST, CHICAGO, IL 60623",-87.729947,41.844073,122,49818991,4/30/06 0:00,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,8466628,IL,PAS,4215 W 26TH ST,Chicago,IL, 
M,"4146 W 26TH ST, CHICAGO, IL 60623",-87.728423,41.8441,123,49818992,4/30/06 0:00,2006,10,CPD,940060,PARK/STAND ON BICYCLE PATH,0,IL,TRK,4146 W 26TH ST,Chicago,IL, 
